axis    vel     acc 	dec 	jerk    kp	kd	ki	kvff    kaff	kout	il	ol	bias	error limit
pan     300.0	300.0	300.0	0.0     400	400	50	0	0	65535	1000	32767	0	150
tilt    300.0   300.0   300.0   0.0     400	400	50	0	0	65535	1000	32767	0	100
# entries	# rates	rates	description
15791	1 10	Berkeley
-29.05	26.74	0.08
-29.04	26.75	0.08
-29.14	26.74	0.08
-29.14	26.74	0.08
-29.14	26.77	0.08
-29.14	26.72	0.08
-29.05	26.69	0.08
-29.15	26.67	0.08
-29.17	26.67	0.07
-29.13	26.67	0.08
-29.13	26.62	0.08
-29.32	26.61	0.08
-29.07	26.59	0.08
-29.07	26.57	0.08
-29.35	26.58	0.08
-29.25	26.58	0.09
-29.25	26.55	0.09
-29.21	26.56	0.08
-29.31	26.5	0.08
-29.33	26.53	0.08
-29.33	26.5	0.08
-29.25	26.47	0.08
-29.35	26.48	0.08
-29.29	26.5	0.09
-29.29	26.52	0.08
-29.32	26.5	0.09
-29.39	26.52	0.09
-29.39	26.52	0.08
-29.24	26.56	0.09
-29.24	26.53	0.09
-29.48	26.43	0.09
-29.38	26.39	0.08
-29.45	26.37	0.09
-29.45	26.42	0.08
-29.48	26.43	0.09
-29.45	26.44	0.08
-29.26	26.44	0.08
-29.26	26.37	0.08
-29.59	26.4	0.08
-29.42	26.34	0.08
-29.4	26.4	0.08
-29.4	26.36	0.08
-29.55	26.37	0.09
-29.53	26.29	0.1
-29.46	26.2	0.1
-29.46	26.2	0.1
-29.52	26.21	0.1
-29.67	26.23	0.1
-29.45	26.27	0.1
-29.53	26.26	0.1
-29.53	26.28	0.1
-29.5	26.28	0.11
-29.37	26.34	0.11
-29.37	26.31	0.11
-29.53	26.26	0.11
-29.53	26.26	0.12
-29.53	26.28	0.11
-29.6	26.28	0.11
-29.44	26.27	0.11
-29.44	26.3	0.12
-29.45	26.32	0.11
-29.37	26.36	0.11
-29.47	26.37	0.11
-29.47	26.33	0.1
-29.49	26.35	0.11
-29.47	26.4	0.1
-29.45	26.48	0.1
-29.45	26.49	0.1
-29.33	26.48	0.1
-29.42	26.46	0.09
-29.26	26.39	0.1
-29.26	26.35	0.1
-29.5	26.31	0.11
-29.57	26.29	0.1
-29.51	26.29	0.11
-29.51	26.28	0.1
-29.51	26.28	0.1
-29.5	26.32	0.1
-29.37	26.37	0.1
-29.37	26.38	0.09
-29.44	26.28	0.1
-29.44	26.34	0.1
-29.58	26.3	0.11
-29.58	26.33	0.1
-29.47	26.31	0.11
-29.56	26.29	0.1
-29.59	26.24	0.11
-29.59	26.26	0.12
-29.51	26.22	0.12
-29.56	26.21	0.12
-29.55	26.26	0.12
-29.55	26.24	0.12
-29.49	26.17	0.13
-29.52	26.17	0.12
-29.55	26.14	0.13
-29.54	26.07	0.13
-29.54	26.06	0.12
-29.7	26.1	0.12
-29.62	26.12	0.13
-29.62	26.12	0.13
-29.58	26.11	0.12
-29.69	26.01	0.12
-29.64	26.11	0.13
-29.64	26.05	0.13
-29.63	26.1	0.13
-29.53	26.1	0.12
-29.53	26.16	0.12
-29.53	26.19	0.12
-29.53	26.2	0.14
-29.76	26.17	0.14
-29.5	26.14	0.14
-29.5	26.15	0.14
-29.71	26.21	0.16
-29.58	26.2	0.15
-29.58	26.23	0.13
-29.41	26.19	0.13
-29.61	26.21	0.13
-29.61	26.21	0.14
-29.39	26.27	0.13
-29.53	26.19	0.14
-29.56	26.21	0.13
-29.56	26.16	0.13
-29.61	26.17	0.1
-29.55	26.15	0.11
-29.55	26.19	0.1
-29.43	26.24	0.09
-29.65	26.22	0.1
-29.65	26.2	0.1
-29.53	26.17	0.1
-29.58	26.14	0.12
-29.58	26.15	0.11
-29.53	26.17	0.11
-29.69	26.15	0.1
-29.69	26.16	0.11
-29.69	26.23	0.11
-29.51	26.24	0.11
-29.56	26.29	0.09
-29.56	26.27	0.1
-29.53	26.21	0.09
-29.56	26.23	0.1
-29.56	26.27	0.09
-29.65	26.23	0.1
-29.55	26.22	0.11
-29.55	26.18	0.12
-29.53	26.17	0.12
-29.62	26.15	0.12
-29.38	26.18	0.11
-29.38	26.19	0.11
-29.58	26.22	0.11
-29.45	26.16	0.11
-29.62	26.14	0.11
-29.62	26.14	0.11
-29.64	26.2	0.12
-29.68	26.15	0.13
-29.68	26.12	0.13
-29.56	26.16	0.14
-29.4	26.24	0.14
-29.43	26.24	0.15
-29.43	26.21	0.15
-29.43	26.24	0.15
-29.42	26.26	0.15
-29.42	26.23	0.14
-29.56	26.26	0.16
-29.43	26.29	0.15
-29.29	26.31	0.16
-29.29	26.31	0.15
-29.5	26.27	0.15
-29.48	26.3	0.15
-29.48	26.32	0.16
-29.39	26.32	0.14
-29.41	26.25	0.14
-29.42	26.23	0.13
-29.42	26.29	0.14
-29.31	26.33	0.12
-29.49	26.37	0.13
-29.49	26.41	0.13
-29.39	26.39	0.14
-29.35	26.41	0.13
-29.31	26.41	0.15
-29.31	26.37	0.15
-29.27	26.34	0.15
-29.46	26.37	0.15
-29.28	26.33	0.15
-29.28	26.29	0.15
-29.4	26.27	0.15
-29.4	26.29	0.15
-29.4	26.29	0.14
-29.38	26.34	0.15
-29.38	26.31	0.14
-29.41	26.31	0.14
-29.34	26.24	0.14
-29.34	26.31	0.14
-29.35	26.23	0.14
-29.41	26.28	0.13
-29.32	26.28	0.13
-29.32	26.23	0.14
-29.39	26.18	0.13
-29.46	26.14	0.13
-29.53	26.14	0.13
-29.53	26.13	0.14
-29.51	26.13	0.14
-29.54	26.1	0.14
-29.54	26.13	0.14
-29.54	26.06	0.16
-29.68	25.99	0.15
-29.68	25.96	0.15
-29.64	25.97	0.14
-29.58	26.01	0.16
-29.7	25.97	0.15
-29.7	26.05	0.15
-29.52	26.01	0.14
-29.52	25.94	0.15
-29.52	25.98	0.14
-29.61	25.98	0.14
-29.51	26.07	0.14
-29.51	26.04	0.14
-29.51	26.09	0.13
-29.48	26.08	0.15
-29.48	26.07	0.14
-29.43	26.03	0.13
-29.59	25.95	0.13
-29.59	25.94	0.13
-29.65	25.86	0.13
-29.67	25.84	0.12
-29.67	25.84	0.14
-29.72	25.88	0.14
-29.62	25.92	0.13
-29.69	25.91	0.12
-29.69	25.9	0.12
-29.66	25.94	0.12
-29.78	25.96	0.13
-29.71	25.98	0.12
-29.71	26.04	0.13
-29.61	26.06	0.11
-29.71	26.09	0.13
-29.71	26.04	0.13
-29.66	25.99	0.14
-29.66	25.98	0.13
-29.66	25.97	0.14
-29.6	25.93	0.12
-29.71	25.88	0.14
-29.76	25.91	0.13
-29.76	25.96	0.14
-29.7	25.99	0.13
-29.74	25.98	0.14
-29.74	25.97	0.13
-29.73	25.98	0.12
-29.61	26	0.12
-29.56	26.04	0.12
-29.56	26	0.13
-29.63	25.94	0.12
-29.68	25.92	0.13
-29.68	25.97	0.1
-29.67	25.96	0.12
-29.67	25.99	0.12
-29.83	26	0.13
-29.76	25.94	0.12
-29.79	25.96	0.14
-29.79	25.93	0.14
-29.8	25.89	0.14
-29.71	25.93	0.13
-29.65	25.94	0.13
-29.65	26.04	0.11
-29.65	26.01	0.13
-29.65	25.97	0.12
-29.59	25.97	0.14
-29.47	25.99	0.12
-29.81	25.97	0.15
-29.81	26	0.14
-29.52	25.95	0.16
-29.41	26	0.14
-29.52	26.01	0.16
-29.53	26.11	0.14
-29.53	26.05	0.16
-29.49	26.08	0.15
-29.5	26.01	0.16
-29.5	25.98	0.15
-29.64	26.04	0.15
-29.59	26.06	0.14
-29.59	26.08	0.15
-29.59	26.05	0.14
-29.57	26.11	0.14
-29.65	26.05	0.13
-29.65	26.03	0.14
-29.64	25.96	0.14
-29.75	25.96	0.14
-29.67	25.98	0.13
-29.67	25.99	0.14
-29.54	25.99	0.15
-29.54	26.03	0.14
-29.44	26.01	0.15
-29.44	26.03	0.14
-29.66	26.08	0.14
-29.62	26.03	0.15
-29.65	26.03	0.14
-29.65	26.08	0.14
-29.53	26.07	0.14
-29.51	26.08	0.14
-29.73	26.1	0.15
-29.73	26.09	0.15
-29.52	26.09	0.14
-29.57	26.01	0.15
-29.74	25.96	0.14
-29.74	25.97	0.15
-29.71	25.95	0.15
-29.79	25.96	0.14
-29.73	26.01	0.14
-29.73	25.99	0.15
-29.7	25.96	0.14
-29.7	26	0.15
-29.7	25.98	0.15
-29.7	26.02	0.15
-29.64	25.94	0.15
-29.57	25.91	0.15
-29.57	25.95	0.14
-29.57	25.91	0.15
-29.57	25.89	0.15
-29.78	25.94	0.15
-29.76	25.83	0.14
-29.76	25.88	0.13
-29.7	25.85	0.15
-29.81	25.88	0.14
-29.81	25.89	0.15
-29.85	25.73	0.14
-29.97	25.65	0.17
-29.97	26.05	0.2
-30.1	26.39	0.2
-29.74	26.6	0.19
-29.74	26.52	0.19
-29.85	26.38	0.16
-29.91	26.26	0.14
-29.77	26.22	0.17
-29.81	26.32	0.21
-29.81	26.44	0.19
-29.66	26.49	0.18
-29.74	26.45	0.14
-29.74	26.39	0.16
-29.7	26.36	0.17
-29.6	26.39	0.14
-29.6	26.4	0.12
-29.63	26.33	0.14
-29.63	26.29	0.11
-29.75	26.36	0.13
-29.75	26.35	0.15
-29.76	26.31	0.12
-29.56	26.36	0.14
-29.65	26.36	0.16
-29.65	26.41	0.15
-29.53	26.45	0.13
-29.51	26.48	0.12
-29.53	26.53	0.13
-29.74	26.5	0.11
-29.74	26.56	0.11
-29.53	26.58	0.1
-29.6	26.62	0.11
-29.6	26.77	0.05
-29.22	26.6	0.03
-29.69	26.59	0.01
-29.7	26.4	0.11
-29.7	26.37	0.14
-29.85	26.35	0.09
-29.72	26.32	0.12
-29.72	26.19	0.12
-29.71	26.39	0.11
-29.71	26.24	0.11
-29.91	26.15	0.09
-29.79	26.24	0.11
-29.79	26.26	0.13
-29.79	26.13	0.09
-29.83	26.11	0.1
-29.95	26.16	0.12
-29.95	26.18	0.14
-29.91	26.11	0.12
-29.8	26.22	0.09
-29.8	26.23	0.13
-29.87	26.22	0.1
-29.78	26.13	0.1
-29.92	26.16	0.1
-29.92	26.26	0.14
-29.92	26.19	0.11
-29.94	26.2	0.12
-29.87	26.24	0.11
-29.87	26.19	0.13
-30.12	26.19	0.07
-30.06	26.28	0.11
-30.06	26.15	0.15
-30.2	26.17	0.09
-30.11	26.25	0.12
-30.11	26.22	0.11
-30.18	26.32	0.11
-30.27	26.15	0.05
-30.27	25.53	0.06
-30.77	24.62	0.01
-30.77	24.26	0.09
-30.77	25.23	0.19
-30.2	25.32	0.13
-31.12	24.65	0.12
-31.12	25.55	0.19
-29.99	25.08	0.14
-30.59	25.2	0.34
-31.7	24.55	0.29
-31.7	25.01	0.46
-30.27	25.04	0.37
-30.34	25.26	0.38
-29.95	25.52	0.35
-30.7	25.17	0.32
-30.7	24.62	0.29
-30.98	24.67	0.33
-31.33	24.7	0.32
-31.33	24.39	0.27
-31.11	24.25	0.26
-31.14	24.17	0.28
-31.2	24.42	0.34
-31.2	24.75	0.3
-30.72	24.87	0.27
-30.58	24.88	0.2
-31.09	24.94	0.21
-31.09	25.37	0.24
-29.92	25.9	0.27
-29.08	26.47	0.27
-29.08	27.02	0.3
-29.08	27.33	0.33
-28.91	27.47	0.34
-28.91	27.39	0.35
-28.65	27.16	0.36
-29.09	26.71	0.38
-29.39	26.39	0.37
-29.39	26.2	0.37
-29.29	26.21	0.38
-29.29	26.47	0.37
-29.52	26.78	0.35
-29.59	26.33	0.29
-29.91	25.5	0.18
-29.91	25.55	0.14
-30.45	25.83	0.17
-29.49	26.2	0.19
-29.49	26.25	0.24
-29.53	25.42	0.11
-30.47	25.66	0.12
-30.35	26	0.15
-30.35	25.76	0.19
-30.48	25.13	0.08
-30.36	25.76	0.08
-30.36	25.83	0.16
-30.48	25.22	0.07
-30.26	25.86	0.06
-30.26	25.99	0.08
-30.26	25.44	0.07
-30.37	25.64	0.06
-30.33	26.01	0.07
-30.33	25.57	0.07
-30.29	25.76	0.02
-30.3	26.11	0.04
-30.3	25.69	0.05
-30.58	25.72	0.04
-30.01	26.08	0.04
-30.01	25.71	0.03
-30.17	26.3	0.05
-29.92	25.79	0
-30.04	26.23	0.03
-30.04	25.77	-0.06
-30.28	26.29	-0.05
-30.35	26.28	-0.06
-30.18	25.95	-0.16
-30.18	25.65	-0.09
-30.76	25.01	-0.22
-30.77	26.02	-0.14
-30.77	25.54	-0.07
-30.93	25.64	-0.05
-30.4	25.96	-0.04
-30.4	26.06	-0.01
-29.95	26.18	0
-29.9	25.92	0.04
-29.9	26.13	0
-29.9	26.31	0.07
-30.02	26.02	0.02
-29.92	25.84	0.03
-30.05	25.7	0.01
-30.05	25.76	0.02
-29.95	25.88	0.03
-30.02	25.87	0.01
-30.02	25.9	0.01
-30.04	25.71	0.05
-30.29	25.49	0.02
-30.42	25.54	0.06
-30.42	25.37	0.01
-30.32	25.57	0.05
-30.18	25.64	0.1
-30.18	25.81	0.05
-30.3	26.2	0
-29.75	26.17	0
-29.92	26.11	0.04
-29.92	26.02	0.06
-29.92	26.19	-0.01
-29.56	26.34	0.02
-29.52	26.27	0.03
-29.52	26.25	0.02
-29.85	26.05	0.05
-29.85	26.23	0.05
-29.85	25.88	0.06
-29.61	26.71	0.11
-29.46	26.39	0.04
-29.46	25.6	0.09
-30.24	25.36	0.13
-30.19	26	0.13
-29.56	26.58	0.13
-29.56	26.84	0.11
-29.24	26.54	0.05
-29.71	26.06	0.02
-29.71	25.58	0.04
-30.05	25.27	0.07
-30.68	24.99	0.03
-30.82	24.84	0.01
-30.82	25.05	0
-30.66	25.66	0.01
-29.75	26.35	0.08
-29.75	27.07	0.12
-28.84	27.79	0.15
-28.28	27.88	0.11
-28.28	27.42	0.17
-28.85	26.82	0.2
-29.43	26.18	0.3
-29.97	25.5	0.31
-29.97	25.05	0.31
-30.56	25.11	0.24
-30.56	25.64	0.28
-30.56	26.28	0.29
-29.19	26.66	0.25
-29.34	26.31	0.24
-29.34	25.63	0.27
-30.19	25.42	0.2
-30.03	26.02	0.23
-30.03	26.69	0.25
-28.93	26.79	0.2
-29.27	26.26	0.22
-29.27	25.82	0.25
-29.89	25.86	0.18
-29.75	26.45	0.16
-28.95	26.38	0.13
-28.95	25.66	0.17
-29.86	25.28	0.18
-30.04	25.31	0.18
-29.66	25.8	0.16
-29.66	25.75	0.16
-29.92	25.49	0.22
-29.79	25.53	0.19
-29.79	25.61	0.19
-29.63	25.44	0.14
-30.13	25.31	0.17
-30.08	25.35	0.18
-30.08	25.29	0.15
-30.08	25.42	0.2
-30.08	25.51	0.23
-29.75	25.77	0.19
-29.63	25.77	0.18
-29.55	25.92	0.19
-29.55	25.98	0.22
-29.44	25.73	0.17
-29.92	25.8	0.21
-29.26	26.26	0.24
-29.26	26.3	0.22
-29.11	26.24	0.16
-29.31	26.17	0.2
-29.31	26.35	0.21
-29.21	26.24	0.17
-29.37	25.75	0.18
-29.37	25.75	0.19
-29.76	25.48	0.19
-29.84	25.56	0.2
-29.58	25.76	0.2
-29.42	25.91	0.17
-29.42	26	0.11
-29.56	25.96	0.14
-29.53	25.91	0.14
-29.53	25.96	0.09
-29.66	25.7	0.09
-29.66	25.69	0.13
-29.66	25.57	0.17
-29.61	25.62	0.16
-29.61	25.63	0.16
-29.85	25.7	0.15
-29.72	25.58	0.11
-29.72	25.51	0.13
-29.93	25.5	0.1
-30.1	24.99	0.08
-30.35	24.92	0.13
-30.35	25.06	0.13
-30.14	25.23	0.09
-30.12	25.28	0.12
-30.12	25.13	0.15
-30.1	25.21	0.12
-30.17	25.06	0.08
-30.17	25.34	0.12
-30.07	25.44	0.1
-30.03	25.22	0.08
-30.3	24.99	0.11
-30.3	25.06	0.08
-30.31	25.19	0.07
-30.34	25.03	0.1
-30.13	25.21	0.09
-30.13	25.35	0.1
-29.99	25.3	0.1
-29.99	25.29	0.06
-29.99	25.17	0.09
-30.08	25.26	0.11
-29.86	25.34	0.07
-30.1	25.42	0.07
-30.1	25.42	0.05
-30.08	25.36	0.04
-29.98	25.42	0.01
-29.98	25.49	0.03
-29.83	25.4	0.04
-29.88	25.47	0.01
-29.94	25.55	0.04
-29.94	25.42	0.02
-30.15	25.57	0.04
-29.88	25.66	0.05
-29.88	25.6	0.03
-29.8	25.58	0.04
-29.86	25.57	0.02
-29.91	25.5	0.02
-29.91	25.47	0.01
-29.92	25.57	0.02
-29.96	25.56	0.01
-29.8	25.55	0.01
-29.8	25.6	0
-29.85	25.65	0.02
-29.71	25.75	0.03
-29.71	25.67	0.04
-29.71	25.63	0.04
-29.73	25.7	0.04
-29.73	25.77	0.05
-29.73	25.73	0.08
-29.69	25.84	0.07
-29.69	25.48	0.07
-29.89	25.53	0.06
-29.94	25.57	0.06
-29.83	25.59	0.05
-29.83	25.43	0.06
-30.04	25.37	0.04
-30.08	25.27	0.05
-30.08	25.1	0.06
-30.28	25.25	0.07
-30.17	25.13	0.07
-30.17	25.3	0.07
-30.14	25.24	0.03
-30.27	25.2	0
-30.16	25.19	0.03
-30.16	25.21	0.03
-30.32	25.2	0.02
-30.25	25.07	0
-30.45	24.93	0
-30.45	24.91	0
-30.39	24.87	0.01
-30.41	25.06	0.02
-30.41	25.02	0.02
-30.26	25.17	0.01
-30.4	25.13	0.02
-30.4	25.02	0.03
-30.2	25.03	0.04
-30.3	25.16	0.02
-30.3	24.94	0.03
-30.34	24.95	0.04
-30.32	25.18	0
-30.32	25.2	0
-30.32	24.9	0
-30.46	24.88	0
-30.51	25	0
-30.51	25.37	0.03
-29.98	25.52	0.06
-29.78	25.55	0.06
-29.71	25.82	0.11
-29.71	25.92	0.14
-29.51	26.09	0.13
-29.51	26.07	0.14
-29.51	26.04	0.12
-29.57	26.12	0.14
-29.4	26.21	0.1
-29.4	26.4	0.1
-29.17	26.27	0.09
-29.41	25.96	0.06
-29.41	26.27	0.09
-29.41	26.29	0.1
-29.22	26.42	0.1
-29.22	26.31	0.08
-29.22	26.29	0.09
-29.27	26.62	0.11
-29.11	26.52	0.12
-29.37	26.33	0.15
-29.37	26.22	0.16
-29.52	25.91	0.14
-29.71	25.7	0.17
-29.71	25.48	0.12
-30.21	25.23	0.13
-30.26	25.44	0.13
-30.26	25.4	0.14
-29.93	25.27	0.14
-30.21	25.5	0.12
-30.02	25.27	0.12
-30.02	25.55	0.13
-29.72	25.15	0.12
-30.27	25.18	0.11
-29.92	25.45	0.13
-29.92	25.86	0.14
-29.67	25.85	0.11
-29.46	26.01	0.15
-29.46	25.79	0.11
-29.46	25.54	0.12
-29.73	25.79	0.14
-29.73	25.8	0.15
-29.58	25.66	0.06
-29.9	25.23	0.11
-29.9	25	0.09
-30.18	24.94	0.05
-30.44	24.73	0.09
-30.44	24.52	0.12
-30.65	24.54	0.07
-30.52	25.08	0.09
-30.17	25.36	0.11
-30.17	25.75	0.16
-29.78	25.5	0.19
-29.88	25.55	0.2
-29.88	25.53	0.14
-29.69	25.4	0.06
-30.05	25.47	0.05
-29.85	25.42	0.04
-29.71	25.99	0.05
-29.71	26.63	0.05
-28.98	26.8	0.01
-28.97	26.89	0
-28.97	26.81	0
-29.09	26.7	0.02
-29.09	26.58	0.07
-29.09	26.26	0.11
-29.33	26.38	0.1
-29.33	26.2	0.07
-29.72	26.09	0.07
-29.69	26.05	0.09
-29.69	26.07	0.13
-29.79	25.84	0.17
-29.61	25.86	0.15
-29.77	25.74	0.14
-29.78	25.86	0.18
-29.78	25.84	0.17
-29.75	25.84	0.18
-29.64	25.94	0.2
-29.64	25.99	0.16
-29.71	25.93	0.19
-29.72	25.75	0.17
-29.69	25.73	0.16
-29.69	25.77	0.14
-29.82	25.64	0.13
-29.98	25.67	0.13
-29.99	25.48	0.12
-29.99	25.5	0.14
-30.23	25.37	0.13
-30.17	25.47	0.13
-30.17	25.67	0.11
-29.97	25.67	0.14
-29.97	25.55	0.12
-30.03	25.67	0.14
-29.88	25.57	0.14
-29.88	25.32	0.13
-30.08	25.26	0.11
-30.14	25.34	0.11
-30.14	25.23	0.12
-30.11	25.48	0.14
-30.1	25.45	0.13
-30.18	25.43	0.14
-30.18	25.3	0.12
-30.17	25.31	0.12
-30.08	25.4	0.11
-30.08	25.34	0.12
-30.04	25.42	0.13
-30.11	25.53	0.14
-29.94	25.56	0.14
-29.94	25.56	0.13
-30.01	25.49	0.14
-30.02	25.47	0.13
-30.1	25.49	0.13
-30.1	25.5	0.13
-30	25.56	0.14
-30	25.63	0.14
-29.96	25.61	0.14
-29.97	25.57	0.16
-29.97	25.6	0.16
-29.97	25.51	0.15
-30.04	25.39	0.15
-30.04	25.26	0.13
-30.24	25.26	0.14
-30.44	25.17	0.13
-30.44	25.17	0.13
-30.27	25.11	0.12
-30.43	24.99	0.12
-30.56	24.86	0.12
-30.56	25.07	0.13
-30.4	25.17	0.12
-30.27	25.24	0.12
-30.27	25.25	0.11
-30.29	25.15	0.11
-30.46	25.19	0.1
-30.47	25.2	0.11
-30.42	25.25	0.12
-30.42	25.28	0.12
-30.28	25.34	0.14
-30.31	25.21	0.14
-30.19	25.17	0.14
-30.19	25.12	0.14
-30.11	25.06	0.15
-30.18	24.92	0.15
-30.39	24.97	0.14
-30.39	25.18	0.15
-30.39	25.03	0.15
-30.16	25.11	0.16
-30.13	25.17	0.16
-29.98	25.23	0.17
-29.99	25.24	0.15
-29.99	25.13	0.16
-30.08	25.14	0.16
-30.08	25.18	0.15
-30.16	25.17	0.15
-30.03	25.21	0.15
-30.03	25.33	0.15
-29.94	25.39	0.15
-29.9	25.29	0.15
-29.86	25.32	0.15
-29.86	25.28	0.16
-29.99	25.15	0.15
-29.99	25.18	0.15
-29.95	25.31	0.15
-29.95	25.21	0.14
-30.03	25.18	0.15
-29.99	25.28	0.15
-29.99	25.34	0.15
-30.03	25.26	0.14
-29.97	25.17	0.13
-29.97	25.24	0.13
-29.97	25.37	0.13
-29.97	25.37	0.13
-29.96	25.26	0.12
-30	25.25	0.11
-30.05	25.23	0.11
-30.08	25.22	0.11
-30.08	25.13	0.1
-30.16	25.05	0.1
-30.24	50.97	-0.42
-14.98	80	-0.39
-14.98	95.65	-0.08
-13.83	90.44	0.44
-13.69	83.74	0.57
-13.38	80.06	1.14
-13.5	77.02	1.77
-13.5	74.49	2.18
-12.66	71.97	2.62
-11.93	69.15	3.45
-12.72	66.54	4.44
-12.72	64.21	4.99
-12.76	61.84	5.41
-12.65	59.56	5.89
-12.65	57.94	6.64
-12.37	55.81	7.08
-12.37	53.81	7.72
-11.45	52.44	8.34
-11.45	51.29	8.78
-11.45	50.05	8.96
-11.45	48.66	9.14
-12.07	47.63	9.38
-12.07	46.45	9.82
-12.87	45.41	10.59
-12.87	44.45	11.54
-14.11	43.57	12.03
-14.11	42.76	11.81
-14.11	42.63	11.14
-9.92	42.86	11.15
-9.92	42.75	12.01
-9.82	42.03	12.88
-9.82	41.36	13.1
-10.58	41.17	13.03
-10.11	41.15	12.97
-10.11	41.27	12.67
-8.37	41.39	12.49
-8.37	41.19	12.85
-8.37	41.24	13.29
-7.44	41.07	13.11
-7.44	40.94	13.13
-3.48	41.13	13.54
-3.48	41.24	13.63
-2.79	41.61	13.52
-2.79	41.86	13.41
-1.28	41.83	13.47
-1.28	42.01	13.51
-1.28	42.29	13.3
-1.28	42.63	13.18
-1.28	42.64	13.2
-1.28	42.77	13.21
2.75	42.73	13.18
2.75	42.93	12.85
4.89	42.82	12.27
4.89	42.52	11.82
5.69	42.21	11.62
5.69	41.86	11.18
5.69	41.35	10.79
6.72	41.1	10.68
6.72	41.03	10.58
6.34	40.86	10.06
6.34	40.68	9.17
8.23	39.8	8.57
7.94	38.91	8.39
7.94	38.71	7.99
7.8	38.34	7.44
7.8	37.56	6.58
7.8	36.67	5.56
12.53	36.03	5.04
15.08	35.5	4.72
15.08	34.87	4.29
17.54	34.24	3.57
17.54	33.28	3.11
17.54	32.42	2.43
17.54	32.03	1.5
17.54	32.01	0.34
18.17	32.03	-0.45
18.17	32.22	-0.8
18.11	32.54	-1.15
18.11	32.61	-1.41
19.7	32.33	-1.78
19.7	32.23	-2.15
21.71	32.41	-2.6
21.75	32.6	-3.16
21.75	32.78	-3.6
19.09	33.15	-3.68
19.09	32.96	-4.16
19.09	32.48	-5.08
15.66	32.42	-5.93
14.33	32.86	-6.41
14.33	33.4	-6.76
11.95	33.98	-6.89
11.95	34.38	-7.47
10.89	34.54	-8.14
10.89	34.69	-8.79
9.5	35.02	-9.38
9.5	35.14	-9.54
5.66	35.13	-9.67
5.66	35.26	-10.05
5.66	35.44	-10.46
5.66	35.5	-10.91
5.66	35.58	-11.31
5.66	35.64	-11.47
3.33	35.86	-11.49
1.81	35.81	-11.82
1.81	35.65	-12.07
-0.04	35.61	-12.12
-0.04	35.72	-12.14
-0.04	36.1	-12.22
-3.57	36.68	-12.35
-5.62	37.32	-12.54
-5.62	37.77	-12.82
-6.93	37.81	-13.17
-6.93	37.64	-13.45
-7.69	37.21	-13.54
-7.69	36.53	-13.3
-10.75	36.6	-13.67
-10.75	37.42	-14.52
-8.89	37.87	-14.97
-8.89	37.84	-15.31
-8.31	37.81	-15.71
-8.31	37.28	-15.47
-8.31	37.26	-15.08
-8.31	37.59	-15.14
-7.54	37.94	-15.88
-7.54	37.81	-16.5
-4.95	37.23	-16.94
-4.95	37.21	-17.25
-4.95	37.43	-17.11
-4.95	37.59	-17.13
-9.53	37.97	-17.32
-9.53	38.31	-17.49
-10.66	38.26	-17.52
-10.66	38.26	-17.6
-12.67	38.63	-17.84
-12.67	38.72	-18.01
-15.61	38.55	-18.25
-15.61	38.44	-18.48
-20.12	38.38	-18.51
-20.12	38.51	-18.65
-23.26	38.83	-18.9
-24.08	38.85	-19.16
-24.08	38.7	-19.44
-25.68	38.79	-19.61
-25.68	38.78	-19.96
-28.27	39.04	-19.99
-28.27	39.03	-19.73
-33.87	38.74	-19.64
-33.87	38.55	-19.66
-34.14	38.74	-19.45
-34.14	38.63	-19.23
-37.12	38.2	-18.81
-37.12	37.85	-18.85
-43.31	37.82	-19.25
-43.31	37.86	-19.76
-43.31	37.71	-20.13
-43.31	37.15	-19.95
-43.31	36.56	-19.53
-43.31	36.66	-19.28
-94.8	37.04	-19.38
-127.61	37.24	-19.31
-127.61	37.53	-18.66
-137.06	36.63	-18.61
-137.06	35.52	-18.99
-167.24	35.16	-19.25
-167.24	34.7	-19.51
-178.02	34.53	-20.42
-178.02	34.77	-21.01
-171.17	34.83	-20.95
-177.1	34.35	-20.54
-177.1	33.6	-20.35
-176.25	32.84	-20.36
-176.25	32.24	-20.06
-171.75	31.62	-19.69
-171.75	31.38	-20.11
-167.47	31.22	-20.73
-161.83	30.98	-21.16
-161.83	30.81	-21.39
-162.96	30.67	-21.48
-162.96	30.57	-21.43
-165.15	30.25	-21.16
-165.15	29.74	-20.88
-165.15	29.17	-20.88
-165.15	28.74	-20.71
-165.15	28.31	-20.6
-162.28	27.71	-20.58
-162.28	27.25	-20.67
-161.33	27.17	-20.88
-161.33	27.17	-20.9
-163.87	26.91	-20.72
-163.87	26.31	-20.5
-167.44	25.75	-20.15
-169.79	25.31	-19.71
-169.79	24.67	-19.14
-171.36	24.06	-18.47
-171.36	23.29	-17.93
-172.43	22.61	-17.6
-172.43	21.91	-17.32
-172.53	21.42	-17.17
-172.53	20.79	-16.99
-174.98	19.93	-16.26
-174.98	18.87	-15.26
-177.47	17.84	-14.53
-172.56	17.07	-14.04
-172.56	16.87	-13.68
-171.33	16.57	-13.47
-171.33	16.48	-13.03
-167.92	16.08	-12.4
-167.92	15.23	-11.79
-167.92	14.57	-11.45
-167.92	13.83	-11.15
-167.92	12.99	-10.83
-156.93	12.08	-10.37
-156.93	11.98	-9.67
-155.96	11.76	-8.96
-153.74	11.32	-8.12
-153.74	10.58	-7.22
